fecha,total,peaje,archivo,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,lag_7,lag_8,lag_9,lag_10,lag_11,lag_12,lag_13,lag_14,lag_15,lag_16,lag_17,lag_18,lag_19,lag_20,lag_21,lag_22,lag_23,lag_24,lag_25,lag_26,lag_27,lag_28,lag_29,lag_30,dayofweek,day,month
2022-02-04,20476.0,LA PARADA,C:\Users\adelgado\Documents\Personal\Universidad\Estrategia y Liderazgo en Datos\final\Trafico PMU\2022\FEBRERO 2022\Trafico Horario Sentido LA PARADA.xlsx,19696.0,19894.0,19814.0,19413.0,12544.0,19132.0,19164.0,18895.0,19215.0,18992.0,18517.0,12155.0,18447.0,19156.0,18625.0,18362.0,18660.0,18280.0,12416.0,19169.0,19507.0,18724.0,18685.0,18570.0,11599.0,11161.0,17112.0,17687.0,17079.0,17180.0,4.0,4.0,2.0
2022-02-05,20558.0,LA PARADA,C:\Users\adelgado\Documents\Personal\Universidad\Estrategia y Liderazgo en Datos\final\Trafico PMU\2022\FEBRERO 2022\Trafico Horario Sentido LA PARADA.xlsx,20476.0,19696.0,19894.0,19814.0,19413.0,12544.0,19132.0,19164.0,18895.0,19215.0,18992.0,18517.0,12155.0,18447.0,19156.0,18625.0,18362.0,18660.0,18280.0,12416.0,19169.0,19507.0,18724.0,18685.0,18570.0,11599.0,11161.0,17112.0,17687.0,17079.0,5.0,5.0,2.0
2022-02-06,13057.0,LA PARADA,C:\Users\adelgado\Documents\Personal\Universidad\Estrategia y Liderazgo en Datos\final\Trafico PMU\2022\FEBRERO 2022\Trafico Horario Sentido LA PARADA.xlsx,20558.0,20476.0,19696.0,19894.0,19814.0,19413.0,12544.0,19132.0,19164.0,18895.0,19215.0,18992.0,18517.0,12155.0,18447.0,19156.0,18625.0,18362.0,18660.0,18280.0,12416.0,19169.0,19507.0,18724.0,18685.0,18570.0,11599.0,11161.0,17112.0,17687.0,6.0,6.0,2.0
2022-02-07,19950.0,LA PARADA,C:\Users\adelgado\Documents\Personal\Universidad\Estrategia y Liderazgo en Datos\final\Trafico PMU\2022\FEBRERO 2022\Trafico Horario Sentido LA PARADA.xlsx,13057.0,20558.0,20476.0,19696.0,19894.0,19814.0,19413.0,12544.0,19132.0,19164.0,18895.0,19215.0,18992.0,18517.0,12155.0,18447.0,19156.0,18625.0,18362.0,18660.0,18280.0,12416.0,19169.0,19507.0,18724.0,18685.0,18570.0,11599.0,11161.0,17112.0,0.0,7.0,2.0
2022-02-08,20156.0,LA PARADA,C:\Users\adelgado\Documents\Personal\Universidad\Estrategia y Liderazgo en Datos\final\Trafico PMU\2022\FEBRERO 2022\Trafico Horario Sentido LA PARADA.xlsx,19950.0,13057.0,20558.0,20476.0,19696.0,19894.0,19814.0,19413.0,12544.0,19132.0,19164.0,18895.0,19215.0,18992.0,18517.0,12155.0,18447.0,19156.0,18625.0,18362.0,18660.0,18280.0,12416.0,19169.0,19507.0,18724.0,18685.0,18570.0,11599.0,11161.0,1.0,8.0,2.0
2022-02-09,19994.0,LA PARADA,C:\Users\adelgado\Documents\Personal\Universidad\Estrategia y Liderazgo en Datos\final\Trafico PMU\2022\FEBRERO 2022\Trafico Horario Sentido LA PARADA.xlsx,20156.0,19950.0,13057.0,20558.0,20476.0,19696.0,19894.0,19814.0,19413.0,12544.0,19132.0,19164.0,18895.0,19215.0,18992.0,18517.0,12155.0,18447.0,19156.0,18625.0,18362.0,18660.0,18280.0,12416.0,19169.0,19507.0,18724.0,18685.0,18570.0,11599.0,2.0,9.0,2.0
2022-02-10,20236.0,LA PARADA,C:\Users\adelgado\Documents\Personal\Universidad\Estrategia y Liderazgo en Datos\final\Trafico PMU\2022\FEBRERO 2022\Trafico Horario Sentido LA PARADA.xlsx,19994.0,20156.0,19950.0,13057.0,20558.0,20476.0,19696.0,19894.0,19814.0,19413.0,12544.0,19132.0,19164.0,18895.0,19215.0,18992.0,18517.0,12155.0,18447.0,19156.0,18625.0,18362.0,18660.0,18280.0,12416.0,19169.0,19507.0,18724.0,18685.0,18570.0,3.0,10.0,2.0
2022-02-11,20569.0,LA PARADA,C:\Users\adelgado\Documents\Personal\Universidad\Estrategia y Liderazgo en Datos\final\Trafico PMU\2022\FEBRERO 2022\Trafico Horario Sentido LA PARADA.xlsx,20236.0,19994.0,20156.0,19950.0,13057.0,20558.0,20476.0,19696.0,19894.0,19814.0,19413.0,12544.0,19132.0,19164.0,18895.0,19215.0,18992.0,18517.0,12155.0,18447.0,19156.0,18625.0,18362.0,18660.0,18280.0,12416.0,19169.0,19507.0,18724.0,18685.0,4.0,11.0,2.0
2022-02-12,20359.0,LA PARADA,C:\Users\adelgado\Documents\Personal\Universidad\Estrategia y Liderazgo en Datos\final\Trafico PMU\2022\FEBRERO 2022\Trafico Horario Sentido LA PARADA.xlsx,20569.0,20236.0,19994.0,20156.0,19950.0,13057.0,20558.0,20476.0,19696.0,19894.0,19814.0,19413.0,12544.0,19132.0,19164.0,18895.0,19215.0,18992.0,18517.0,12155.0,18447.0,19156.0,18625.0,18362.0,18660.0,18280.0,12416.0,19169.0,19507.0,18724.0,5.0,12.0,2.0
2022-02-13,13585.0,LA PARADA,C:\Users\adelgado\Documents\Personal\Universidad\Estrategia y Liderazgo en Datos\final\Trafico PMU\2022\FEBRERO 2022\Trafico Horario Sentido LA PARADA.xlsx,20359.0,20569.0,20236.0,19994.0,20156.0,19950.0,13057.0,20558.0,20476.0,19696.0,19894.0,19814.0,19413.0,12544.0,19132.0,19164.0,18895.0,19215.0,18992.0,18517.0,12155.0,18447.0,19156.0,18625.0,18362.0,18660.0,18280.0,12416.0,19169.0,19507.0,6.0,13.0,2.0
